Generated by http://statistics.gov.scot,2024-09-09T17:52:02+00:00,,
http://statistics.gov.scot/id/statistical-geography/S01007869,Western Edge - 05,9.65,19.24
http://statistics.gov.scot/id/statistical-geography/S01011908,Western Edge - 05,5.02,5.82
http://statistics.gov.scot/id/statistical-geography/S01011909,Western Edge - 06,7.75,10.96
http://statistics.gov.scot/id/statistical-geography/S01008768,Western Harbour and Leith Docks - 01,13.58,14.11
http://statistics.gov.scot/id/statistical-geography/S01008769,Western Harbour and Leith Docks - 02,173.9,176.59
http://statistics.gov.scot/id/statistical-geography/S01008770,Western Harbour and Leith Docks - 03,5.58,5.42
http://statistics.gov.scot/id/statistical-geography/S01008771,Western Harbour and Leith Docks - 04,43.3,56.28
http://statistics.gov.scot/id/statistical-geography/S01008071,Westerton East - 01,3.49,3.45
http://statistics.gov.scot/id/statistical-geography/S01008072,Westerton East - 02,5.7,5.63
http://statistics.gov.scot/id/statistical-geography/S01008073,Westerton East - 03,2.38,2.32
http://statistics.gov.scot/id/statistical-geography/S01008074,Westerton East - 04,0.83,1.02
http://statistics.gov.scot/id/statistical-geography/S01008075,Westerton East - 05,15.1,15.02
http://statistics.gov.scot/id/statistical-geography/S01008068,Westerton West - 01,26.67,22.45
http://statistics.gov.scot/id/statistical-geography/S01008069,Westerton West - 02,15.09,12.46
http://statistics.gov.scot/id/statistical-geography/S01008070,Westerton West - 03,0.66,0.65
http://statistics.gov.scot/id/statistical-geography/S01011719,Westfield - 01,15.69,17.35
http://statistics.gov.scot/id/statistical-geography/S01011720,Westfield - 02,14.61,19.44
http://statistics.gov.scot/id/statistical-geography/S01011721,Westfield - 03,5.51,7.89
http://statistics.gov.scot/id/statistical-geography/S01011722,Westfield - 04,15.75,21.76
http://statistics.gov.scot/id/statistical-geography/S01011723,Westfield - 05,6.6,10.49
http://statistics.gov.scot/id/statistical-geography/S01011724,Westfield - 06,3.96,6.53
http://statistics.gov.scot/id/statistical-geography/S01011725,Westfield - 07,4.19,6.53
http://statistics.gov.scot/id/statistical-geography/S01011726,Westfield - 08,3.52,5.52
http://statistics.gov.scot/id/statistical-geography/S01011727,Westfield - 09,5.74,6.72
http://statistics.gov.scot/id/statistical-geography/S01006935,Westhill Central - 01,8,5.84
http://statistics.gov.scot/id/statistical-geography/S01006936,Westhill Central - 02,17.14,11.49
http://statistics.gov.scot/id/statistical-geography/S01006937,Westhill Central - 03,2.47,2.46
http://statistics.gov.scot/id/statistical-geography/S01006938,Westhill Central - 04,19.2,20.64
http://statistics.gov.scot/id/statistical-geography/S01006939,Westhill Central - 05,21.42,18.73
http://statistics.gov.scot/id/statistical-geography/S01006940,Westhill Central - 06,11.87,10.7
http://statistics.gov.scot/id/statistical-geography/S01006929,Westhill North and South - 01,3.51,0.12
http://statistics.gov.scot/id/statistical-geography/S01006930,Westhill North and South - 02,6.59,3.17
http://statistics.gov.scot/id/statistical-geography/S01006931,Westhill North and South - 03,0.03,0.07
http://statistics.gov.scot/id/statistical-geography/S01006932,Westhill North and South - 04,0,3.97
http://statistics.gov.scot/id/statistical-geography/S01006933,Westhill North and South - 05,18.88,12.72
http://statistics.gov.scot/id/statistical-geography/S01006934,Westhill North and South - 06,0.39,0.21
http://statistics.gov.scot/id/statistical-geography/S01012303,Westruther and Polwarth Area,0.06,0.1
http://statistics.gov.scot/id/statistical-geography/S01012986,Westwood East - 01,49.92,50.32
http://statistics.gov.scot/id/statistical-geography/S01012987,Westwood East - 02,41,43.46
http://statistics.gov.scot/id/statistical-geography/S01012988,Westwood East - 03,4.67,5.15
http://statistics.gov.scot/id/statistical-geography/S01012989,Westwood East - 04,25.12,26.45
http://statistics.gov.scot/id/statistical-geography/S01012980,Westwood South - 01,11.35,15.21
http://statistics.gov.scot/id/statistical-geography/S01012981,Westwood South - 02,22.65,22.65
http://statistics.gov.scot/id/statistical-geography/S01012982,Westwood South - 03,16.98,17.3
http://statistics.gov.scot/id/statistical-geography/S01012983,Westwood South - 04,9.21,9.46
http://statistics.gov.scot/id/statistical-geography/S01012984,Westwood South - 05,52.73,54.57
http://statistics.gov.scot/id/statistical-geography/S01012985,Westwood South - 06,18.21,28.85
http://statistics.gov.scot/id/statistical-geography/S01009592,Whinnyknowe and Leslie Mains,9.43,15.25
http://statistics.gov.scot/id/statistical-geography/S01007324,Whisky Isles - 01,0.11,0.11
http://statistics.gov.scot/id/statistical-geography/S01007325,Whisky Isles - 02,0.6,0.76
http://statistics.gov.scot/id/statistical-geography/S01007326,Whisky Isles - 03,0.27,0.28
http://statistics.gov.scot/id/statistical-geography/S01007327,Whisky Isles - 04,1.13,1.29
http://statistics.gov.scot/id/statistical-geography/S01007328,Whisky Isles - 05,0.99,1.09
http://statistics.gov.scot/id/statistical-geography/S01013372,Whitburn Central - 01,5.7,8.14
http://statistics.gov.scot/id/statistical-geography/S01013373,Whitburn Central - 02,12.62,18.94
http://statistics.gov.scot/id/statistical-geography/S01013374,Whitburn Central - 03,13.37,17.26
http://statistics.gov.scot/id/statistical-geography/S01013375,Whitburn Central - 04,20.35,30.48
http://statistics.gov.scot/id/statistical-geography/S01013376,Whitburn Central - 05,17.42,26.84
http://statistics.gov.scot/id/statistical-geography/S01013377,Whitburn Central - 06,22.62,25.12
http://statistics.gov.scot/id/statistical-geography/S01013378,"Whitburn, Croftmalloch and Greenrigg - 01",4.5,4.15
http://statistics.gov.scot/id/statistical-geography/S01013379,"Whitburn, Croftmalloch and Greenrigg - 02",4.73,4.34
http://statistics.gov.scot/id/statistical-geography/S01013380,"Whitburn, Croftmalloch and Greenrigg - 03",18.25,25.67
http://statistics.gov.scot/id/statistical-geography/S01013381,"Whitburn, Croftmalloch and Greenrigg - 04",3.04,3.26
http://statistics.gov.scot/id/statistical-geography/S01013382,"Whitburn, Croftmalloch and Greenrigg - 05",8.39,9.47
http://statistics.gov.scot/id/statistical-geography/S01008343,Whitecraigs and Broom - 01,12.9,12.71
http://statistics.gov.scot/id/statistical-geography/S01008344,Whitecraigs and Broom - 02,12.04,12.04
http://statistics.gov.scot/id/statistical-geography/S01008345,Whitecraigs and Broom - 03,6.15,6.14
http://statistics.gov.scot/id/statistical-geography/S01008346,Whitecraigs and Broom - 04,6.09,6.43
http://statistics.gov.scot/id/statistical-geography/S01013122,Whitecrook - 01,86.06,83.61
http://statistics.gov.scot/id/statistical-geography/S01013123,Whitecrook - 02,82.16,69.99
http://statistics.gov.scot/id/statistical-geography/S01013124,Whitecrook - 03,94.38,91.45
http://statistics.gov.scot/id/statistical-geography/S01013125,Whitecrook - 04,52.77,54.79
http://statistics.gov.scot/id/statistical-geography/S01013126,Whitecrook - 05,4.78,4.79
http://statistics.gov.scot/id/statistical-geography/S01013127,Whitecrook - 06,4.64,4.81
http://statistics.gov.scot/id/statistical-geography/S01012793,Whitehill - 01,20.65,18.95
http://statistics.gov.scot/id/statistical-geography/S01012794,Whitehill - 02,15.14,13.13
http://statistics.gov.scot/id/statistical-geography/S01012795,Whitehill - 03,8.75,5.38
http://statistics.gov.scot/id/statistical-geography/S01012796,Whitehill - 04,4.03,2.06
http://statistics.gov.scot/id/statistical-geography/S01012797,Whitehill - 05,5.25,2.82
http://statistics.gov.scot/id/statistical-geography/S01012970,Whitehills West - 01,16.7,16.7
http://statistics.gov.scot/id/statistical-geography/S01012971,Whitehills West - 02,16.43,15.45
http://statistics.gov.scot/id/statistical-geography/S01012972,Whitehills West - 03,14.18,14.25
http://statistics.gov.scot/id/statistical-geography/S01012973,Whitehills West - 04,19.39,22.94
http://statistics.gov.scot/id/statistical-geography/S01012974,Whitehills West - 05,39.65,39.67
http://statistics.gov.scot/id/statistical-geography/S01010423,Whiteinch - 01,62.39,50.95
http://statistics.gov.scot/id/statistical-geography/S01010424,Whiteinch - 02,68.49,61.18
http://statistics.gov.scot/id/statistical-geography/S01010425,Whiteinch - 03,131.64,119.89
http://statistics.gov.scot/id/statistical-geography/S01010426,Whiteinch - 04,128.77,131.89
http://statistics.gov.scot/id/statistical-geography/S01007782,Whitfield - 01,28.4,16.54
http://statistics.gov.scot/id/statistical-geography/S01007783,Whitfield - 02,54.29,27.29
http://statistics.gov.scot/id/statistical-geography/S01007784,Whitfield - 03,40.51,27.17
http://statistics.gov.scot/id/statistical-geography/S01007785,Whitfield - 04,52.79,27.67
http://statistics.gov.scot/id/statistical-geography/S01007786,Whitfield - 05,49.8,30.96
http://statistics.gov.scot/id/statistical-geography/S01007787,Whitfield - 06,37.28,20.73
http://statistics.gov.scot/id/statistical-geography/S01007788,Whitfield - 07,64.15,36.79
http://statistics.gov.scot/id/statistical-geography/S01007789,Whitfield - 08,53.91,27.77
http://statistics.gov.scot/id/statistical-geography/S01007790,Whitfield - 09,22.63,12.03
http://statistics.gov.scot/id/statistical-geography/S01012836,Whitlawburn and Greenlees - 01,10.13,7.04
http://statistics.gov.scot/id/statistical-geography/S01012837,Whitlawburn and Greenlees - 02,14.69,12.84
http://statistics.gov.scot/id/statistical-geography/S01012838,Whitlawburn and Greenlees - 03,13.17,14.01
http://statistics.gov.scot/id/statistical-geography/S01012839,Whitlawburn and Greenlees - 04,4.95,4.95
http://statistics.gov.scot/id/statistical-geography/S01012840,Whitlawburn and Greenlees - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012841,Whitlawburn and Greenlees - 06,3.58,4.15
http://statistics.gov.scot/id/statistical-geography/S01012842,Whitlawburn and Greenlees - 07,9.25,9.25
http://statistics.gov.scot/id/statistical-geography/S01012322,Whitsome Allanton and Hutton Area,0.99,1.17
http://statistics.gov.scot/id/statistical-geography/S01010782,Wick North - 01,10.86,11.11
http://statistics.gov.scot/id/statistical-geography/S01010783,Wick North - 02,3,4.46
http://statistics.gov.scot/id/statistical-geography/S01010784,Wick North - 03,2.35,3.65
http://statistics.gov.scot/id/statistical-geography/S01010785,Wick North - 04,3.76,2.76
http://statistics.gov.scot/id/statistical-geography/S01010786,Wick North - 05,3.01,2.15
http://statistics.gov.scot/id/statistical-geography/S01010776,Wick South - 01,2.66,3.4
http://statistics.gov.scot/id/statistical-geography/S01010777,Wick South - 02,1.73,3.04
http://statistics.gov.scot/id/statistical-geography/S01010778,Wick South - 03,1.8,2.46
http://statistics.gov.scot/id/statistical-geography/S01010779,Wick South - 04,2.7,2.05
http://statistics.gov.scot/id/statistical-geography/S01010780,Wick South - 05,2.01,4.62
http://statistics.gov.scot/id/statistical-geography/S01010781,Wick South - 06,4.46,4.76
http://statistics.gov.scot/id/statistical-geography/S01008379,Williamwood - 01,0.72,0.43
http://statistics.gov.scot/id/statistical-geography/S01008380,Williamwood - 02,3.88,3.82
http://statistics.gov.scot/id/statistical-geography/S01008381,Williamwood - 03,3.63,3.56
http://statistics.gov.scot/id/statistical-geography/S01008382,Williamwood - 04,4.24,3.74
http://statistics.gov.scot/id/statistical-geography/S01008383,Williamwood - 05,13.73,10.43
http://statistics.gov.scot/id/statistical-geography/S01008694,Willowbrae and Duddingston Village - 01,131.23,135.93
http://statistics.gov.scot/id/statistical-geography/S01008695,Willowbrae and Duddingston Village - 02,173.25,173.66
http://statistics.gov.scot/id/statistical-geography/S01008696,Willowbrae and Duddingston Village - 03,98.26,111.96
http://statistics.gov.scot/id/statistical-geography/S01008697,Willowbrae and Duddingston Village - 04,45.25,49.38
http://statistics.gov.scot/id/statistical-geography/S01008698,Willowbrae and Duddingston Village - 05,70.17,78.05
http://statistics.gov.scot/id/statistical-geography/S01008699,Willowbrae and Duddingston Village - 06,7.01,14.44
http://statistics.gov.scot/id/statistical-geography/S01008700,Willowbrae and Duddingston Village - 07,12.21,13.86
http://statistics.gov.scot/id/statistical-geography/S01013453,"Winchburgh, Bridgend and Philpstoun - 01",15.23,5.99
http://statistics.gov.scot/id/statistical-geography/S01013454,"Winchburgh, Bridgend and Philpstoun - 02",3.43,4.02
http://statistics.gov.scot/id/statistical-geography/S01013455,"Winchburgh, Bridgend and Philpstoun - 03",10.73,9.39
http://statistics.gov.scot/id/statistical-geography/S01013456,"Winchburgh, Bridgend and Philpstoun - 04",20,17.27
http://statistics.gov.scot/id/statistical-geography/S01013457,"Winchburgh, Bridgend and Philpstoun - 05",6.25,5.21
http://statistics.gov.scot/id/statistical-geography/S01013458,"Winchburgh, Bridgend and Philpstoun - 06",3.82,4.01
http://statistics.gov.scot/id/statistical-geography/S01009616,Windygates East,7.36,17.41
http://statistics.gov.scot/id/statistical-geography/S01009617,Windygates Kennoway and Leven Roads,5.34,10.85
http://statistics.gov.scot/id/statistical-geography/S01009615,Windygates West,6.37,15.72
http://statistics.gov.scot/id/statistical-geography/S01011413,Wishaw East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011414,Wishaw East - 02,4.98,5.66
http://statistics.gov.scot/id/statistical-geography/S01011415,Wishaw East - 03,30.62,36.59
http://statistics.gov.scot/id/statistical-geography/S01011416,Wishaw East - 04,14.44,16.49
http://statistics.gov.scot/id/statistical-geography/S01011400,Wishaw North - 01,98.75,103.56
http://statistics.gov.scot/id/statistical-geography/S01011401,Wishaw North - 02,21.5,26.46
http://statistics.gov.scot/id/statistical-geography/S01011402,Wishaw North - 03,53.72,60.86
http://statistics.gov.scot/id/statistical-geography/S01011403,Wishaw North - 04,59.28,59.37
http://statistics.gov.scot/id/statistical-geography/S01011404,Wishaw North - 05,41.19,46.04
http://statistics.gov.scot/id/statistical-geography/S01011405,Wishaw North - 06,26.65,27.45
http://statistics.gov.scot/id/statistical-geography/S01011406,Wishaw North - 07,7.16,8.01
http://statistics.gov.scot/id/statistical-geography/S01011407,Wishaw North - 08,4.42,3.68
http://statistics.gov.scot/id/statistical-geography/S01011393,Wishaw South - 01,29.8,20.66
http://statistics.gov.scot/id/statistical-geography/S01011394,Wishaw South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011395,Wishaw South - 03,80.29,81.75
http://statistics.gov.scot/id/statistical-geography/S01011396,Wishaw South - 04,39.53,33.88
http://statistics.gov.scot/id/statistical-geography/S01011397,Wishaw South - 05,31.07,22.46
http://statistics.gov.scot/id/statistical-geography/S01011398,Wishaw South - 06,1.3,0.9
http://statistics.gov.scot/id/statistical-geography/S01011399,Wishaw South - 07,5.99,6.58
http://statistics.gov.scot/id/statistical-geography/S01012729,Woodhead and Meikle Earnock - 01,23.56,22.03
http://statistics.gov.scot/id/statistical-geography/S01012730,Woodhead and Meikle Earnock - 02,33.99,30.17
http://statistics.gov.scot/id/statistical-geography/S01012731,Woodhead and Meikle Earnock - 03,20.14,19.62
http://statistics.gov.scot/id/statistical-geography/S01012732,Woodhead and Meikle Earnock - 04,19.81,18.31
http://statistics.gov.scot/id/statistical-geography/S01008108,Woodhill East - 01,24.18,20.31
http://statistics.gov.scot/id/statistical-geography/S01008109,Woodhill East - 02,36.13,29.76
